departamento,codigodanemunicipio,tipoarea,ano,mes,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CAQUETA,18410,Rural,2005,7,No,Fuerza publica,Herido,Masculino,1.529167,-75.396667,Accidente por MAP,"(1.529167, -75.396667)",Fuerza publica
SANTANDER,68255,Rural,1993,2,No,Fuerza publica,Herido,Masculino,7.468218,-73.203767,Accidente por MAP,"(7.468218, -73.203767)",Fuerza publica
SANTANDER,68255,Rural,1993,2,No,Fuerza publica,Herido,Masculino,7.468218,-73.203767,Accidente por MAP,"(7.468218, -73.203767)",Fuerza publica
META,50330,Rural,2002,3,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2002,3,No,Fuerza publica,Muerto,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2002,3,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50330,Rural,2002,3,No,Fuerza publica,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza publica
META,50370,Rural,2007,9,No,Fuerza publica,Herido,Masculino,3.14,-74.402,Accidente por MAP,"(3.14, -74.402)",Fuerza publica
ANTIOQUIA,5361,Rural,2004,5,No,Fuerza publica,Muerto,Masculino,7.151944,-75.783056,Accidente por MAP,"(7.151944, -75.783056)",Fuerza publica
ANTIOQUIA,5361,Rural,2004,5,No,Fuerza publica,Muerto,Masculino,7.151944,-75.783056,Accidente por MAP,"(7.151944, -75.783056)",Fuerza publica
NORTE DE SANTANDER,54810,Rural,2004,6,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)","Pasando, estando cerca"
ARAUCA,81736,Rural,2000,9,No,Civil,Herido,Masculino,6.958339,-71.878277,Accidente por MAP,"(6.958339, -71.878277)",Sin Información
ANTIOQUIA,5197,Rural,2002,8,No,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Área Despejada
MAGDALENA,47053,Rural,2003,11,No,Fuerza publica,Herido,Masculino,10.588797,-74.189329,Accidente por MAP,"(10.588797, -74.189329)",Fuerza publica
CUNDINAMARCA,25320,Rural,2002,11,No,Fuerza publica,Herido,Masculino,5.07281,-74.59775,Accidente por MAP,"(5.07281, -74.59775)",Fuerza publica
CUNDINAMARCA,25320,Rural,2002,11,No,Fuerza publica,Herido,Masculino,5.07281,-74.59775,Accidente por MAP,"(5.07281, -74.59775)",Fuerza publica
CAQUETA,18785,Rural,2003,8,No,Civil,Herido,Masculino,0.872572,-75.618776,Accidente por MAP,"(0.872572, -75.618776)",Sin Información
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2005,4,No,Fuerza publica,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Fuerza publica
NARINO,52838,Rural,2006,4,No,Civil,Herido,Masculino,1.086856,-77.61944,Accidente por MAP,"(1.086856, -77.61944)",Sin Información
CAQUETA,18753,Rural,2003,2,No,Fuerza publica,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza publica
META,50590,Rural,2005,3,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)","Pasando, estando cerca"
PUTUMAYO,86571,Rural,2002,12,No,Civil,Herido,Masculino,0.964878,-76.407827,Accidente por MAP,"(0.964878, -76.407827)","Pasando, estando cerca"
SANTANDER,68081,Rural,1993,3,No,Fuerza publica,Herido,Masculino,7.061193,-73.855997,Accidente por MAP,"(7.061193, -73.855997)",Fuerza publica
SANTANDER,68081,Rural,1993,3,No,Fuerza publica,Herido,Masculino,7.061193,-73.855997,Accidente por MAP,"(7.061193, -73.855997)",Fuerza publica
META,50683,Rural,2006,2,No,Civil,Herido,Masculino,3.30867,-73.853427,Accidente por MAP,"(3.30867, -73.853427)",Área Despejada
ANTIOQUIA,5055,Rural,2006,7,No,Fuerza publica,Herido,Masculino,5.689167,-75.064444,Accidente por MAP,"(5.689167, -75.064444)",Fuerza publica
NORTE DE SANTANDER,54344,Rural,2006,12,No,Fuerza publica,Herido,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)",Fuerza publica
META,50711,Rural,2006,1,No,Civil,Muerto,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
NARINO,52612,Rural,2006,12,Indigena,Civil,Herido,Masculino,1.212529,-77.995412,Accidente por MAP,"(1.212529, -77.995412)","Pasando, estando cerca"
MAGDALENA,47555,Rural,2006,3,No,Civil,Herido,Masculino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Muerto,Femenino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Muerto,Femenino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Herido,Masculino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Herido,Masculino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Muerto,Masculino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
MAGDALENA,47555,Rural,2006,3,No,Civil,Herido,Femenino,9.794433,-74.792198,Accidente por MUSE,"(9.794433, -74.792198)",Manipulación
ANTIOQUIA,5234,Rural,1997,6,No,Fuerza publica,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza publica
ANTIOQUIA,5234,Rural,1997,6,No,Fuerza publica,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza publica
ANTIOQUIA,5234,Rural,1997,6,No,Fuerza publica,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza publica
ANTIOQUIA,5234,Rural,1997,6,No,Fuerza publica,Muerto,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza publica
CAQUETA,18592,Rural,2006,11,No,Fuerza publica,Herido,Masculino,2.453056,-75.0925,Accidente por MAP,"(2.453056, -75.0925)",Fuerza publica
CAQUETA,18753,Rural,2006,6,No,Fuerza publica,Herido,Masculino,2.743889,-74.843056,Accidente por MAP,"(2.743889, -74.843056)",Fuerza publica
ANTIOQUIA,5756,Rural,2007,2,No,Fuerza publica,Herido,Masculino,5.7525,-75.200556,Accidente por MAP,"(5.7525, -75.200556)",Fuerza publica
ANTIOQUIA,5756,Rural,2007,2,No,Fuerza publica,Herido,Masculino,5.7525,-75.200556,Accidente por MAP,"(5.7525, -75.200556)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2008,1,No,Fuerza publica,Herido,Masculino,8.869444,-73.003056,Accidente por MAP,"(8.869444, -73.003056)",Fuerza publica
SANTANDER,68235,Rural,1992,1,No,Civil,Herido,Masculino,6.703536,-73.509679,Accidente por MAP,"(6.703536, -73.509679)",Agricultura
CAQUETA,18001,Rural,1996,2,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Sin Información
CAQUETA,18001,Rural,1996,2,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Sin Información
CAQUETA,18001,Rural,1996,2,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Sin Información
CAQUETA,18001,Rural,1996,2,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Sin Información
META,50590,Rural,2003,12,Afrodescendiente,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)","Pasando, estando cerca"
CAQUETA,18410,Rural,2006,1,No,Fuerza publica,Muerto,Masculino,1.103333,-75.035278,Accidente por MAP,"(1.103333, -75.035278)",Fuerza publica
PUTUMAYO,86569,Rural,2007,8,No,Fuerza publica,Muerto,Masculino,0.7,-76.433,Accidente por MAP,"(0.7, -76.433)",Fuerza publica
PUTUMAYO,86569,Rural,2007,8,No,Fuerza publica,Muerto,Masculino,0.7,-76.433,Accidente por MAP,"(0.7, -76.433)",Fuerza publica
PUTUMAYO,86569,Rural,2007,8,No,Fuerza publica,Muerto,Masculino,0.7,-76.433,Accidente por MAP,"(0.7, -76.433)",Fuerza publica
BOLIVAR,13894,Rural,2004,4,No,Fuerza publica,Herido,Masculino,9.733253,-74.832099,Accidente por MAP,"(9.733253, -74.832099)",Fuerza publica
CAQUETA,18460,Rural,2001,9,No,Fuerza publica,Herido,Masculino,1.10091,-75.40081,Accidente por MAP,"(1.10091, -75.40081)",Fuerza publica
CAQUETA,18460,Rural,2001,9,No,Civil,Herido,Masculino,1.10091,-75.40081,Accidente por MAP,"(1.10091, -75.40081)",Sin Información
NORTE DE SANTANDER,54800,Rural,2005,2,No,Fuerza publica,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2005,2,No,Fuerza publica,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza publica
GUAVIARE,95025,Rural,2007,6,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)","Recogiendo comida, agua ó  madera"
SANTANDER,68689,Rural,1992,1,No,Fuerza publica,Herido,Masculino,6.884411,-73.413915,Accidente por MAP,"(6.884411, -73.413915)",Fuerza publica
BOLIVAR,13744,Rural,2007,12,No,Fuerza publica,Muerto,Masculino,7.670833,-74.168889,Accidente por MAP,"(7.670833, -74.168889)",Fuerza publica
META,50245,Rural,1996,9,No,Fuerza publica,Herido,Masculino,4.352857,-73.713271,Accidente por MAP,"(4.352857, -73.713271)",Fuerza publica
META,50245,Rural,1996,9,No,Fuerza publica,Herido,Masculino,4.352857,-73.713271,Accidente por MAP,"(4.352857, -73.713271)",Fuerza publica
CAQUETA,18410,Rural,2004,9,No,Fuerza publica,Muerto,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Fuerza publica
ANTIOQUIA,5361,Rural,2007,6,No,Fuerza publica,Herido,Masculino,7.221667,-75.785278,Accidente por MAP,"(7.221667, -75.785278)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Herido,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Herido,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Herido,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Muerto,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Muerto,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Herido,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Herido,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
CAUCA,19532,Rural,2006,9,No,Fuerza publica,Muerto,Masculino,2.218889,-77.008333,Accidente por MAP,"(2.218889, -77.008333)",Fuerza publica
ANTIOQUIA,5756,Rural,2003,5,No,Fuerza publica,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Fuerza publica
GUAVIARE,95001,Rural,2003,7,No,Civil,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)","Pasando, estando cerca"
HUILA,41359,Rural,2002,9,No,Fuerza publica,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)",Fuerza publica
ARAUCA,81794,Rural,1997,4,No,Civil,Herido,Femenino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
ARAUCA,81794,Rural,1997,4,No,Civil,Herido,Femenino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
ARAUCA,81794,Rural,1997,4,No,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
CAQUETA,18256,Rural,2003,3,No,Civil,Herido,Masculino,1.570034,-75.32675,Accidente por MAP,"(1.570034, -75.32675)",Sin Información
PUTUMAYO,86320,Rural,2003,10,No,Fuerza publica,Herido,Masculino,0.664866,-76.869171,Accidente por MAP,"(0.664866, -76.869171)",Fuerza publica
CALDAS,17662,Rural,2005,4,No,Civil,Herido,Femenino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)","Pasando, estando cerca"
SANTANDER,68250,Rural,2003,6,No,Civil,Herido,Masculino,6.05526,-73.815825,Accidente por MAP,"(6.05526, -73.815825)",Área Despejada
META,50370,Rural,2002,3,No,Fuerza publica,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Fuerza publica
META,50370,Rural,2002,3,No,Fuerza publica,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Fuerza publica
CAQUETA,18410,Rural,2006,9,No,Civil,Herido,Femenino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Sin Información
CAQUETA,18410,Rural,2006,9,No,Civil,Herido,Femenino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Sin Información
ANTIOQUIA,5361,Rural,2004,6,No,Fuerza publica,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Fuerza publica
ANTIOQUIA,5055,Rural,2005,5,No,Civil,Muerto,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)",Sin Información
ANTIOQUIA,5660,Rural,2004,9,No,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Sin Información
ANTIOQUIA,5040,Rural,2005,10,No,Fuerza publica,Herido,Masculino,7.2375,-75.165278,Accidente por MAP,"(7.2375, -75.165278)",Fuerza publica
NORTE DE SANTANDER,54670,Rural,2002,7,No,Fuerza publica,Herido,Masculino,8.40286,-73.207765,Accidente por MAP,"(8.40286, -73.207765)",Fuerza publica
NORTE DE SANTANDER,54670,Rural,2002,7,No,Fuerza publica,Herido,Masculino,8.40286,-73.207765,Accidente por MAP,"(8.40286, -73.207765)",Fuerza publica
ANTIOQUIA,5837,Rural,1997,6,No,Fuerza publica,Herido,Masculino,8.099159651,-76.73923237,Accidente por MAP,"(8.099159651, -76.73923237)",Fuerza publica
NARINO,52079,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)",Fuerza publica
CASANARE,85315,Rural,2006,9,No,Fuerza publica,Herido,Masculino,6.099101,-72.248324,Accidente por MAP,"(6.099101, -72.248324)",Fuerza publica
CASANARE,85315,Rural,2006,9,No,Fuerza publica,Herido,Masculino,6.099101,-72.248324,Accidente por MAP,"(6.099101, -72.248324)",Fuerza publica
CASANARE,85315,Rural,2006,9,No,Fuerza publica,Muerto,Masculino,6.099101,-72.248324,Accidente por MAP,"(6.099101, -72.248324)",Fuerza publica
CASANARE,85315,Rural,2006,9,No,Fuerza publica,Muerto,Masculino,6.099101,-72.248324,Accidente por MAP,"(6.099101, -72.248324)",Fuerza publica
CASANARE,85315,Rural,2006,9,No,Fuerza publica,Herido,Masculino,6.099101,-72.248324,Accidente por MAP,"(6.099101, -72.248324)",Fuerza publica
SANTANDER,68444,Rural,2001,8,No,Fuerza publica,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Fuerza publica
SANTANDER,68444,Rural,2001,8,No,Fuerza publica,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Fuerza publica
SANTANDER,68745,Rural,1999,1,No,Fuerza publica,Herido,Masculino,6.884411,-73.413915,Accidente por MAP,"(6.884411, -73.413915)",Fuerza publica
ARAUCA,81065,Rural,2006,7,No,Civil,Muerto,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)",Sin Información
BOLIVAR,13600,Rural,1993,5,No,Fuerza publica,Herido,Masculino,8.586481,-73.845129,Accidente por MAP,"(8.586481, -73.845129)",Fuerza publica
BOLIVAR,13600,Rural,1993,5,No,Fuerza publica,Herido,Masculino,8.586481,-73.845129,Accidente por MAP,"(8.586481, -73.845129)",Fuerza publica
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.182567,-74.918652,Accidente por MAP,"(6.182567, -74.918652)",Sin Información
ANTIOQUIA,5134,Rural,2002,12,No,Fuerza publica,Muerto,Masculino,6.976389,-75.216667,Accidente por MAP,"(6.976389, -75.216667)",Fuerza publica
ANTIOQUIA,5134,Rural,2002,12,No,Fuerza publica,Herido,Masculino,6.976389,-75.216667,Accidente por MAP,"(6.976389, -75.216667)",Fuerza publica
CALDAS,17662,Rural,2005,11,No,Fuerza publica,Herido,Masculino,5.584444,-75.076944,Accidente por MAP,"(5.584444, -75.076944)",Fuerza publica
CALDAS,17662,Rural,2005,11,No,Fuerza publica,Muerto,Masculino,5.584444,-75.076944,Accidente por MAP,"(5.584444, -75.076944)",Fuerza publica
BOLIVAR,13670,Rural,2003,1,No,Fuerza publica,Herido,Masculino,7.509722,-73.979722,Accidente por MAP,"(7.509722, -73.979722)",Fuerza publica
BOLIVAR,13670,Rural,2003,1,No,Fuerza publica,Muerto,Masculino,7.509722,-73.979722,Accidente por MAP,"(7.509722, -73.979722)",Fuerza publica
BOLIVAR,13670,Rural,2003,1,No,Fuerza publica,Muerto,Masculino,7.509722,-73.979722,Accidente por MAP,"(7.509722, -73.979722)",Fuerza publica
BOLIVAR,13670,Rural,2003,1,No,Fuerza publica,Herido,Masculino,7.509722,-73.979722,Accidente por MAP,"(7.509722, -73.979722)",Fuerza publica
BOLIVAR,13670,Rural,2003,1,No,Fuerza publica,Herido,Masculino,7.509722,-73.979722,Accidente por MAP,"(7.509722, -73.979722)",Fuerza publica
ANTIOQUIA,5313,Rural,2007,8,No,Civil,Herido,Masculino,6.143703,-75.185183,Accidente por MUSE,"(6.143703, -75.185183)",Sin Información
META,50370,Rural,2008,3,No,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)","Pasando, estando cerca"
META,50370,Rural,2008,3,No,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Sin Información
META,50370,Rural,2008,3,No,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)","Pasando, estando cerca"
HUILA,41359,Rural,2003,9,No,Civil,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)","Pasando, estando cerca"
ANTIOQUIA,5055,Rural,2005,3,No,Civil,Herido,Masculino,5.731577,-75.1416,Accidente por MAP,"(5.731577, -75.1416)",Sin Información
TOLIMA,73870,Rural,2003,11,No,Civil,Muerto,Masculino,5.03035,-75.11827,Accidente por MAP,"(5.03035, -75.11827)",Sin Información
CAQUETA,18592,Rural,2006,10,No,Fuerza publica,Herido,Masculino,1.907748987,-75.16039784,Accidente por MAP,"(1.907748987, -75.16039784)",Fuerza publica
ANTIOQUIA,5674,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,6.283716,-75.332661,Accidente por MAP,"(6.283716, -75.332661)",Fuerza publica
ANTIOQUIA,5674,Rural,2003,3,No,Fuerza publica,Herido,Masculino,6.283716,-75.332661,Accidente por MAP,"(6.283716, -75.332661)",Fuerza publica
ANTIOQUIA,5055,Rural,2008,4,No,Fuerza publica,Herido,Masculino,5.728,-75.05,Accidente por MAP,"(5.728, -75.05)",Fuerza publica
ANTIOQUIA,5483,Rural,2003,6,No,Fuerza publica,Herido,Masculino,5.609351,-75.176737,Accidente por MAP,"(5.609351, -75.176737)",Fuerza publica
CORDOBA,23580,Rural,2005,12,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)","Pasando, estando cerca"
CASANARE,85315,Rural,2005,4,No,Fuerza publica,Herido,Masculino,6.024167,-72.098333,Accidente por MAP,"(6.024167, -72.098333)",Fuerza publica
CHOCO,27001,Rural,2006,3,No,Civil,Herido,Masculino,5.694248,-76.650754,Accidente por MAP,"(5.694248, -76.650754)",Sin Información
ANTIOQUIA,5756,Rural,2005,1,No,Civil,Herido,Masculino,5.793148,-75.271484,Accidente por MAP,"(5.793148, -75.271484)",Sin Información
CALDAS,17513,Rural,2002,5,No,Civil,Herido,Masculino,5.52706,-75.459289,Accidente por MAP,"(5.52706, -75.459289)",Sin Información
CALDAS,17513,Rural,2002,5,No,Civil,Herido,Masculino,5.52706,-75.459289,Accidente por MAP,"(5.52706, -75.459289)",Sin Información
CESAR,20400,Rural,2006,8,No,Fuerza publica,Herido,Masculino,9.578056,-73.116667,Accidente por MAP,"(9.578056, -73.116667)",Fuerza publica
ANTIOQUIA,5652,Rural,2004,4,No,Civil,Muerto,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)",Sin Información
CAQUETA,18094,Rural,2003,1,No,Civil,Muerto,Masculino,1.424397,-75.900856,Accidente por MAP,"(1.424397, -75.900856)",Sin Información
NORTE DE SANTANDER,54250,Rural,2002,3,No,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)","Pasando, estando cerca"
ANTIOQUIA,5660,Rural,1997,6,No,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Agricultura
